image_id,crop_type,disease_label,location,date_captured,confidence_score,time_of_day,weather
IMG_0277.jpg,Maize,Leaf Mold,Greenhouse 1,2025-08-11,0.753,Evening,Overcast
IMG_0278.jpg,Tomato,Septoria Leaf Spot,Field C,2025-07-02,0.877,Afternoon,Cloudy
IMG_0279.jpg,Potato,Yellow Leaf Curl,Field C,2025-06-21,0.961,Afternoon,Cloudy
IMG_0280.jpg,Wheat,Leaf Mold,Field B,2025-07-16,0.702,Evening,Overcast
IMG_0281.jpg,Pepper,Yellow Leaf Curl,Greenhouse 1,2025-07-25,0.734,Evening,Sunny
IMG_0282.jpg,Wheat,Mosaic Virus,Field C,2025-06-19,0.688,Evening,Overcast
IMG_0283.jpg,Potato,Late Blight,Field B,2025-08-28,0.827,Morning,Overcast
IMG_0284.jpg,Potato,Mosaic Virus,Field A,2025-09-26,0.669,Morning,Overcast
IMG_0285.jpg,Maize,Mosaic Virus,Field A,2025-09-22,0.924,Evening,Sunny
IMG_0286.jpg,Maize,Septoria Leaf Spot,Field A,2025-07-19,0.675,Afternoon,Cloudy
IMG_0287.jpg,Tomato,Healthy,Field A,2025-09-02,0.748,Morning,Sunny
IMG_0288.jpg,Maize,Bacterial Spot,Greenhouse 1,2025-09-28,0.962,Afternoon,Cloudy
IMG_0289.jpg,Tomato,Late Blight,Field C,2025-06-06,0.988,Afternoon,Overcast
IMG_0290.jpg,Potato,Leaf Mold,Field A,2025-06-10,0.807,Evening,Overcast
IMG_0291.jpg,Maize,Yellow Leaf Curl,Field B,2025-07-15,0.768,Afternoon,Sunny
IMG_0292.jpg,Tomato,Healthy,Greenhouse 1,2025-06-08,0.72,Morning,Overcast
IMG_0293.jpg,Tomato,Mosaic Virus,Field A,2025-07-24,0.665,Afternoon,Sunny
IMG_0294.jpg,Wheat,Leaf Mold,Field A,2025-07-17,0.988,Morning,Overcast
IMG_0295.jpg,Wheat,Bacterial Spot,Field C,2025-07-10,0.948,Evening,Overcast
IMG_0296.jpg,Potato,Yellow Leaf Curl,Field C,2025-08-02,0.839,Evening,Overcast
IMG_0297.jpg,Potato,Yellow Leaf Curl,Greenhouse 1,2025-06-12,0.97,Evening,Cloudy
IMG_0298.jpg,Wheat,Bacterial Spot,Greenhouse 1,2025-09-05,0.752,Morning,Overcast
IMG_0299.jpg,Maize,Leaf Mold,Field B,2025-08-28,0.891,Afternoon,Sunny
IMG_0300.jpg,Wheat,Yellow Leaf Curl,Greenhouse 1,2025-07-13,0.733,Morning,Cloudy
